"","site","month","year","site_seas_year","Abramis brama","Alburnoides bipunctatus","Alburnus alburnus","Alosa chrysochloris","Ambassis agassizii","Ambassis marianus","Ambloplites rupestris","Ameiurus melas","Ameiurus natalis","Ameiurus nebulosus","Amia calva","Ammocrypta clara","Amniataba percoides","Anguilla anguilla","Anguilla australis","Anguilla reinhardtii","Anguilla rostrata","Aphredoderus sayanus","Aplodinotus grunniens","Arrhamphus sclerolepis","Astyanax mexicanus","Barbatula barbatula","Barbus barbus","Blicca bjoerkna","Campostoma anomalum","Carassius auratus","Carassius carassius","Carassius gibelio","Carpiodes carpio","Carpiodes cyprinus","Carpiodes velifer","Catostomus commersonii","Chelon labrosus","Chondrostoma nasus","Cobitis taenia","Coregonus albula","Cottus gobio","Cottus poecilopus","Craterocephalus marjoriae","Craterocephalus stercusmuscarum","Ctenopharyngodon idella","Cycleptus elongatus","Cyprinella lutrensis","Cyprinella spiloptera","Cyprinella venusta","Cyprinus carpio","Dicentrarchus labrax","Dorosoma cepedianum","Dorosoma petenense","Esox americanus","Esox lucius","Esox masquinongy","Etheostoma asprigene","Etheostoma blennioides","Etheostoma caeruleum","Etheostoma exile","Etheostoma flabellare","Etheostoma nigrum","Etheostoma zonale","Fundulus diaphanus","Fundulus notatus","Fundulus zebrinus","Gambusia affinis","Gambusia holbrooki","Gasterosteus aculeatus","Glossamia aprion","Gobio gobio","Gobiomorphus australis","Gymnocephalus cernua","Hiodon alosoides","Hiodon tergisus","Hybognathus nuchalis","Hybognathus placitus","Hypentelium nigricans","Hypophthalmichthys molitrix","Hypophthalmichthys nobilis","Ictalurus furcatus","Ictalurus punctatus","Ictiobus bubalus","Ictiobus cyprinellus","Ictiobus niger","Labidesthes sicculus","Leiopotherapon unicolor","Lepisosteus oculatus","Lepisosteus osseus","Lepisosteus platostomus","Lepomis cyanellus","Lepomis gibbosus","Lepomis gulosus","Lepomis humilis","Lepomis macrochirus","Lepomis megalotis","Lepomis microlophus","Leucaspius delineatus","Leuciscus aspius","Leuciscus idus","Leuciscus leuciscus","Lota lota","Lucania parva","Luciobarbus graellsii","Luxilus chrysocephalus","Luxilus cornutus","Macquaria ambigua","Macquaria novemaculeata","Macrhybopsis aestivalis","Macrhybopsis storeriana","Menidia beryllina","Micropterus dolomieu","Micropterus punctulatus","Micropterus salmoides","Minytrema melanops","Misgurnus anguillicaudatus","Mogurnda adspersa","Morone americana","Morone chrysops","Morone mississippiensis","Morone saxatilis","Moxostoma anisurum","Moxostoma breviceps","Moxostoma carinatum","Moxostoma duquesnii","Moxostoma erythrurum","Moxostoma macrolepidotum","Mugil cephalus","Nannoperca oxleyana","Nematalosa erebi","Neogobius melanostomus","Nocomis biguttatus","Nocomis micropogon","Notemigonus crysoleucas","Notropis atherinoides","Notropis blennius","Notropis dorsalis","Notropis girardi","Notropis hudsonius","Notropis photogenis","Notropis shumardi","Notropis simus","Notropis stramineus","Notropis texanus","Notropis volucellus","Noturus flavus","Noturus gyrinus","Noturus nocturnus","Oncorhynchus mykiss","Opsopoeodus emiliae","Oreochromis mossambicus","Oxyeleotris lineolata","Parachondrostoma miegii","Parachondrostoma toxostoma","Perca flavescens","Perca fluviatilis","Percina caprodes","Percina copelandi","Percina macrolepida","Percina maculata","Percina phoxocephala","Percina sciera","Percina shumardi","Percopsis omiscomaycus","Phenacobius mirabilis","Phoxinus phoxinus","Pimephales notatus","Pimephales promelas","Pimephales vigilax","Platichthys flesus","Poecilia reticulata","Polyodon spathula","Pomoxis annularis","Pomoxis nigromaculatus","Porochilus rendahli","Pseudomugil signifer","Pseudorasbora parva","Pungitius pungitius","Pylodictis olivaris","Redigobius bikolanus","Retropinna semoni","Rhadinocentrus ornatus","Rhodeus amarus","Rhodeus sericeus","Rutilus rutilus","Salaria fluviatilis","Salmo salar","Salmo trutta","Salvelinus fontinalis","Sander canadensis","Sander lucioperca","Sander vitreus","Sarmarutilus rubilio","Scaphirhynchus platorynchus","Semotilus atromaculatus","Silurus glanis","Squalius cephalus","Tandanus tandanus","Telestes souffia","Thymallus thymallus","Tinca tinca","Umbra limi","site_year"
"S9019_2011","S9019",8,2011,"S9019_8_2011",0,0,0,10.5527638190955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75879396984925,0,0,0,0,0,0,0,0,0,0.50251256281407,0,0,0,0,0,0,0,0,0,0,0,0.50251256281407,0,0,3.51758793969849,0,2.26130653266332,0,29.3969849246231,1.00502512562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76381909547739,0.50251256281407,0,2.01005025125628,1.00502512562814,0.50251256281407,1.00502512562814,0.753768844221105,0,0,1.00502512562814,1.75879396984925,0.753768844221105,0,0,0,4.02010050251256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50251256281407,0,0,0,1.00502512562814,0,0,0,0,2.01005025125628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1306532663317,0,0,0,0,0,0.50251256281407,0,0,0,0,0,0,0.50251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753768844221105,0,0,0,0,1.25628140703518,0,0,0,0,1.75879396984925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S9019_2011"
"S9019_2013","S9019",8,2013,"S9019_8_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554938956714761,0,0.471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94228634850166,0,0.693673695893452,0,93.8679245283019,0,0,0,0,0,0,0,0,0,0.0554938956714761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166481687014428,0.277469478357381,0,0,0.13873473917869,0,0,0.0554938956714761,0.110987791342952,0.13873473917869,0,0,0.0554938956714761,0.221975582685905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554938956714761,0,0,0,0.0554938956714761,0,0,0,0,0.194228634850167,0,0,0,0,0,0,0.0554938956714761,0,0,0,0,0,0,0,0,0.332963374028857,0.277469478357381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554938956714761,0,0,0,0.13873473917869,0,0,0,0,0.0554938956714761,0,0,0,0,0.110987791342952,0,0,0,0,0,0,0,0,0,0,0.0832408435072142,0,0,0,0,0,0,0,0,0,0,0,0,"S9019_2013"
"S9019_2005","S9019",9,2005,"S9019_9_2005",0,0,0,0.793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78571428571429,0,0,0,0,0,0,0,0,0,0.595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595238095238095,0,0.992063492063492,0,60.3174603174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396825396825397,0,0,0,0,0,0,2.18253968253968,0.793650793650794,0,0,0,0,0,0,0.793650793650794,0.992063492063492,0,0,0,0.992063492063492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38095238095238,0,0.396825396825397,0,0.793650793650794,0,0,0,0,1.78571428571429,0,0,0,0,0,0,0,0.793650793650794,0,0,0,0,0,0,0,18.2539682539683,0.793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396825396825397,0,0,0,0,0,0,0,0,0,0,0,0.992063492063492,0,0,0,0,0,0,0,0,0,0.396825396825397,0,0,0,0,0,0,0,0,0,0,0.595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,"S9019_2005"
"S9019_2012","S9019",9,2012,"S9019_9_2012",0,0,0,0.598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64670658682635,0,0,0,0,0,0.449101796407186,0,0,0,1.04790419161677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53892215568862,0,1.34730538922156,0,6.88622754491018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449101796407186,0,0,0.898203592814371,0.598802395209581,0,0.748502994011976,0.449101796407186,0,0,0.29940119760479,0.449101796407186,0.449101796407186,0,0,0.748502994011976,1.04790419161677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29940119760479,0,0,0,0.29940119760479,0,0,0,0,0.748502994011976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3652694610778,4.79041916167665,0,0,0,0,0.449101796407186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29940119760479,0,0,0,0.29940119760479,0,0,0,0,0,0,0,5.38922155688623,0,0,0,0,0.29940119760479,0,0,0,0,0.598802395209581,0,0,0,0,0,0,0,0,0,0,0.29940119760479,0,0,0,0,0,0,0,0,0,0,0,0,"S9019_2012"
"S903_2011","S903",10,2011,"S903_10_2011",0,41.6036308623298,12.2541603630862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151285930408472,2.11800302571861,0.075642965204236,0,0,0,0,0,0,0,0,0,8.16944024205749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151285930408472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09379727685325,0,0.529500756429652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0590015128593,0,0,0,0,0,0,0,0,0.151285930408472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31164901664145,0,0,0,0,0,0,0,0,0,0.226928895612708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1618759455371,0,0,0.075642965204236,0,0,0,0,0,0,0,0.37821482602118,7.11043872919818,0,0,0,0.37821482602118,0,"S903_2011"
"S903_2004","S903",9,2004,"S903_9_2004",0,8.1447963800905,12.2171945701357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904977375565611,4.97737556561086,0,0,0,0,0,0,0,0,0,0,2.26244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0452488687783,0,0.678733031674208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78733031674208,0,0,0,0,0,0,0,0,0.678733031674208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82352941176471,0,0,0.452488687782805,0,0,0,0,0,0,0,0,8.1447963800905,0,0,0,0,0,"S903_2004"
"S903_2005","S903",9,2005,"S903_9_2005",0,8.94632206759443,2.98210735586481,0,0,0,0,0.795228628230616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198807157057654,6.56063618290259,0,0,0,0,0,0,0,0,0,0,2.5844930417495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6819085487078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38568588469185,0,0,0,0,0,0,0,0,0.397614314115308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57852882703777,0,0,0,0,0,0,0,0,0,0.198807157057654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8508946322068,0,0,0.198807157057654,0,0,0,0,0,0,0,0,26.441351888668,0,0,0,0.198807157057654,0,"S903_2005"
"S903_2006","S903",9,2006,"S903_9_2006",0,6.841046277666,12.8772635814889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00603621730382,6.43863179074447,0,0,0,0,0,0,0,0,0,0,1.00603621730382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1750503018109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03621730382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41448692152917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63983903420523,0,0,0,0,0,0,0,0,0,0,0,27.5653923541247,0,0,0,0,0,"S903_2006"
"S903_2007","S903",9,2007,"S903_9_2007",0.725689404934688,12.1915820029028,9.28882438316401,0,0,0,0,0.435413642960813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88679245283019,0,0,0,0,0,0,0,0,0,0,0.145137880986938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56313497822932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1233671988389,0,0,0,0,0,0,0,0,0.58055152394775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22496371552975,0,0,0,0,0,0,0,0,0,0.290275761973875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43396226415094,0,0,0.145137880986938,0,0,0,0,0,0,0,0.290275761973875,15.5297532656023,0,0,0,0,0,"S903_2007"
"S903_2008","S903",9,2008,"S903_9_2008",0,22.5721784776903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131233595800525,8.26771653543307,0,0,0,0,0,0,0,0,0,0,0.26246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90551181102362,0,0.131233595800525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11811023622047,0,0,0,0,0,0,0,0,3.6745406824147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41207349081365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8818897637795,0,0,0.131233595800525,0,0,0,0,0,0,0,0,5.38057742782152,0,0,0,0,0,"S903_2008"
"S903_2009","S903",9,2009,"S903_9_2009",2.00945626477541,21.8676122931442,15.7210401891253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236406619385343,4.60992907801418,0,0,0,0,0,0,0,0,0,0,3.3096926713948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472813238770686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08274231678487,0,0.709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6548463356974,0,0,0,0,0,0,0,0,0.354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21040189125296,0,0,0,0,0,0,0,0,0,0.236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2860520094563,0,0,0.118203309692671,0,0,0.118203309692671,0,0,0,0,0.236406619385343,12.5295508274232,0,0,0,0.236406619385343,0,"S903_2009"
"S903_2010","S903",9,2010,"S903_9_2010",0.0987166831194472,8.5883514313919,28.1342546890425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14610069101678,0,0,0.0987166831194472,0,0,0,0,0,0,0,3.84995064165844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9279368213228,0,0.197433366238894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36920039486673,0,0,0,0,0,0,0,0,0.0987166831194472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08588351431392,0,1.8756169792695,0,0,0,0,0,0,0,0,0,0.197433366238894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7857847976308,0,0,0.394866732477789,0,0,0,0,0,0,0,0.0987166831194472,18.9536031589339,0,0,0,0,0,"S903_2010"
"S903_2012","S903",9,2012,"S903_9_2012",0,8.81410256410256,0.961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480769230769231,2.88461538461538,0.16025641025641,0,0,0,0,0,0,0,0,0,1.28205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68589743589744,0,0,0,0,0,0,0,0,0.16025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6025641025641,0,0,0,0,0,0,0,0,0,0.961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92307692307692,0,0,0.32051282051282,0,0,0,0,0,0,0,0.32051282051282,25.8012820512821,0,0,0,0,0,"S903_2012"
"S903_2013","S903",9,2013,"S903_9_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S903_2013"
"S911_2005","S911",10,2005,"S911_10_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2005"
"S911_2006","S911",10,2006,"S911_10_2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2006"
"S911_2007","S911",10,2007,"S911_10_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2007"
"S911_2008","S911",10,2008,"S911_10_2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2008"
"S911_2009","S911",10,2009,"S911_10_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2009"
"S911_2010","S911",10,2010,"S911_10_2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2010"
"S911_2011","S911",10,2011,"S911_10_2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2011"
"S911_2012","S911",9,2012,"S911_9_2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2012"
"S911_2013","S911",9,2013,"S911_9_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2013"
"S911_2004","S911",NA,2004,"S911_NA_2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S911_2004"
