siteid,year,annual_avg,summer_avg
S1100,2005,7.4,15.8
S1100,2006,8.566666666666666,17.4
S1100,2007,8.825,16.1
S1100,2008,8.358333333333333,16.3
S1100,2009,7.591666666666667,16.3
S1100,2010,6.591666666666667,16.5
S1100,2011,7.791666666666667,16.4
S1100,2012,7.3,15
S1100,2013,7.883333333333333,16.2
S1100,2014,9.108333333333333,16.6
S1111,2003,7.233333333333333,16.6
S1111,2004,7.475,15
S1111,2005,7.316666666666666,15.7
S1111,2006,8.5,17.3
S1111,2007,8.733333333333334,16
S1111,2008,8.266666666666667,16.2
S1111,2009,7.525,16.2
S1111,2010,6.55,16.4
S1111,2011,7.708333333333333,16.3
S1111,2012,7.225,15
S1111,2013,7.8,16.2
S1111,2014,9.066666666666666,16.5
S1112,2003,7.883333333333334,17.2
S1112,2004,8.191666666666666,15.6
S1112,2005,8.016666666666667,16.2
S1112,2006,9.166666666666666,17.9
S1112,2007,9.391666666666666,16.6
S1112,2008,8.9,16.7
S1112,2009,8.133333333333333,16.8
S1112,2010,7.133333333333334,16.8
S1112,2011,8.291666666666666,16.8
S1112,2012,7.858333333333333,15.5
S1112,2013,8.433333333333334,16.7
S1112,2014,9.658333333333333,17.1
S11151,2003,8.058333333333334,21.7
S11151,2004,8.341666666666667,19.9
S11151,2005,9.358333333333333,22.9
S11151,2006,9.141666666666666,22.6
S11151,2007,8.708333333333334,22.6
S11151,2008,7.625,21.9
S11151,2009,7.808333333333334,20
S11151,2010,8.791666666666666,22.8
S11151,2011,9.241666666666667,22.9
S11151,2012,10.058333333333334,23.8
S11151,2013,7.25,22.1
S11151,2014,6.9,21.7
S1117,2003,7.816666666666666,17.2
S1117,2004,8.091666666666667,15.6
S1117,2005,7.916666666666667,16.2
S1117,2006,9.083333333333334,17.9
S1117,2007,9.3,16.6
S1117,2008,8.875,16.8
S1117,2009,8.066666666666666,16.8
S1117,2010,7.058333333333334,16.9
S1117,2011,8.241666666666667,16.8
S1117,2012,7.791666666666667,15.5
S1117,2013,8.375,16.7
S1117,2014,9.6,17.1
S1121,2003,7.608333333333333,17
S1121,2004,7.883333333333334,15.5
S1121,2005,7.708333333333333,16
S1121,2006,8.891666666666667,17.7
S1121,2007,9.108333333333334,16.4
S1121,2008,8.675,16.6
S1121,2009,7.875,16.6
S1121,2010,6.875,16.7
S1121,2011,8.075,16.6
S1121,2012,7.583333333333333,15.3
S1121,2013,8.175,16.6
S1121,2014,9.408333333333333,16.9
S11264,2003,8.025,21.7
S11264,2004,8.333333333333334,19.9
S11264,2005,9.358333333333333,22.8
S11264,2006,9.1,22.6
S11264,2007,8.691666666666666,22.5
S11264,2008,7.608333333333333,21.9
S11264,2009,7.8,20
S11264,2010,8.758333333333333,22.8
S11264,2011,9.241666666666667,22.9
S11264,2012,10.008333333333333,23.7
S11264,2013,7.208333333333333,22.1
S11264,2014,6.883333333333334,21.7
S11286,2003,10.916666666666668,17.9
S11286,2004,10.783333333333333,17
S11286,2005,10.6,16.6
S11286,2006,11.391666666666666,17.9
S11286,2007,11.016666666666666,16
S11286,2008,10.391666666666666,16.5
S11286,2009,10.366666666666667,16.8
S11286,2010,10.05,17
S11286,2011,10.758333333333333,15.7
S11286,2012,10.041666666666666,16
S11286,2013,10.275,17
S11286,2014,11.241666666666667,16.9
S1129,2003,7.425,16.8
S1129,2004,7.708333333333333,15.3
S1129,2005,7.525,15.9
S1129,2006,8.691666666666666,17.5
S1129,2007,8.933333333333334,16.2
S1129,2008,8.491666666666667,16.4
S1129,2009,7.716666666666667,16.5
S1129,2010,6.758333333333333,16.6
S1129,2011,7.9,16.5
S1129,2012,7.425,15.2
S1129,2013,8.008333333333333,16.4
S1129,2014,9.283333333333333,16.8
S1133,2003,11.975,21.1
S1133,2004,11.225,18.5
S1133,2005,11.158333333333333,18.4
S1133,2006,11.925,19.3
S1133,2007,11.433333333333334,17
S1133,2008,10.775,17.8
S1133,2009,10.991666666666667,18.6
S1133,2010,10.925,18.8
S1133,2011,11.566666666666666,17.4
S1133,2012,10.908333333333333,17.6
S1133,2013,11.208333333333334,18.6
S1133,2014,11.741666666666667,17.7
S11383,2003,8.025,21.7
S11383,2004,8.333333333333334,19.9
S11383,2005,9.341666666666667,22.8
S11383,2006,9.1,22.6
S11383,2007,8.691666666666666,22.5
S11383,2008,7.608333333333333,21.9
S11383,2009,7.8,20
S11383,2010,8.758333333333333,22.8
S11383,2011,9.241666666666667,22.9
S11383,2012,10.008333333333333,23.7
S11383,2013,7.208333333333333,22.1
S11383,2014,6.883333333333334,21.7
S1157,2003,11.35,19.4
S1157,2004,10.766666666666667,17.1
S1157,2005,10.691666666666666,17.2
S1157,2006,11.391666666666666,18.1
S1157,2007,10.933333333333334,16
S1157,2008,10.283333333333333,16.3
S1157,2009,10.4,17
S1157,2010,10.358333333333334,17.2
S1157,2011,11.041666666666666,15.9
S1157,2012,10.483333333333334,16.5
S1157,2013,10.758333333333333,17.4
S1157,2014,11.383333333333333,16.8
S1159,2003,11.216666666666667,19.1
S1159,2004,10.658333333333333,16.8
S1159,2005,10.583333333333334,17
S1159,2006,11.275,17.9
S1159,2007,10.825,15.8
S1159,2008,10.175,16.1
S1159,2009,10.258333333333333,16.7
S1159,2010,10.241666666666667,17
S1159,2011,10.883333333333333,15.7
S1159,2012,10.358333333333334,16.3
S1159,2013,10.6,17.1
S1159,2014,11.25,16.6
S11618,2003,8.033333333333333,21.7
S11618,2004,8.341666666666667,19.9
S11618,2005,9.358333333333333,22.8
S11618,2006,9.116666666666667,22.6
S11618,2007,8.691666666666666,22.5
S11618,2008,7.608333333333333,21.9
S11618,2009,7.8,20
S11618,2010,8.791666666666666,22.8
S11618,2011,9.258333333333333,22.9
S11618,2012,10.041666666666666,23.8
S11618,2013,7.233333333333333,22.1
S11618,2014,6.883333333333334,21.7
S1173,2003,7.275,16.6
S1173,2004,7.55,15.1
S1173,2005,7.358333333333333,15.7
S1173,2006,8.558333333333334,17.4
S1173,2007,8.8,16.1
S1173,2008,8.308333333333334,16.2
S1173,2009,7.566666666666666,16.3
S1173,2010,6.575,16.4
S1173,2011,7.766666666666667,16.4
S1173,2012,7.266666666666667,15
S1173,2013,7.858333333333333,16.2
S1173,2014,9.1,16.6
S1177,2003,7.375,16.7
S1177,2004,7.65,15.2
S1177,2005,7.458333333333333,15.8
S1177,2006,8.666666666666666,17.5
S1177,2007,8.891666666666666,16.2
S1177,2008,8.408333333333333,16.3
S1177,2009,7.675,16.4
S1177,2010,6.675,16.5
S1177,2011,7.858333333333333,16.4
S1177,2012,7.375,15.1
S1177,2013,7.958333333333333,16.3
S1177,2014,9.191666666666666,16.7
S11784,2003,8.541666666666666,22
S11784,2004,8.875,20.1
S11784,2005,9.733333333333333,23
S11784,2006,9.475,22.6
S11784,2007,9.041666666666666,22.6
S11784,2008,8.05,22.1
S11784,2009,8.158333333333333,20.1
S11784,2010,9.191666666666666,23
S11784,2011,9.666666666666666,23.3
S11784,2012,10.416666666666666,23.9
S11784,2013,7.683333333333334,22.1
S11784,2014,7.266666666666667,21.8
S11816,2003,8.633333333333333,22.1
S11816,2004,8.975,20.2
S11816,2005,9.8,23.1
S11816,2006,9.525,22.7
S11816,2007,9.1,22.6
S11816,2008,8.116666666666667,22.1
S11816,2009,8.208333333333334,20.1
S11816,2010,9.216666666666667,23
S11816,2011,9.725,23.4
S11816,2012,10.466666666666667,24
S11816,2013,7.725,22.2
S11816,2014,7.325,21.9
S11830,2003,8.541666666666666,22
S11830,2004,8.875,20.1
S11830,2005,9.725,23
S11830,2006,9.441666666666666,22.6
S11830,2007,9.025,22.5
S11830,2008,8.05,22.1
S11830,2009,8.15,20.1
S11830,2010,9.191666666666666,23
S11830,2011,9.666666666666666,23.3
S11830,2012,10.416666666666666,23.9
S11830,2013,7.683333333333334,22.1
S11830,2014,7.266666666666667,21.8
S11849,2003,8.508333333333333,21.9
S11849,2004,8.8,20
S11849,2005,9.675,22.9
S11849,2006,9.408333333333333,22.5
S11849,2007,8.991666666666667,22.5
S11849,2008,7.991666666666666,22
S11849,2009,8.108333333333334,20
S11849,2010,9.116666666666667,22.9
S11849,2011,9.591666666666667,23.2
S11849,2012,10.358333333333334,23.8
S11849,2013,7.608333333333333,22
S11849,2014,7.208333333333333,21.8
S11872,2003,8.533333333333333,22
S11872,2004,8.875,20.1
S11872,2005,9.716666666666667,23
S11872,2006,9.441666666666666,22.6
S11872,2007,9.025,22.5
S11872,2008,8.05,22.1
S11872,2009,8.125,20
S11872,2010,9.191666666666666,23
S11872,2011,9.666666666666666,23.3
S11872,2012,10.416666666666666,23.9
S11872,2013,7.658333333333333,22.1
S11872,2014,7.258333333333334,21.8
S11887,2003,4.675,16.5
S11887,2004,5.241666666666666,14.7
S11887,2005,5.2,15.9
S11887,2006,5.783333333333333,17.1
S11887,2007,6.125,15.8
S11887,2008,5.816666666666666,14.8
S11887,2009,4.766666666666667,15.4
S11887,2010,4.066666666666666,16.6
S11887,2011,5.5,17.4
S11887,2012,5.058333333333334,15.1
S11887,2013,5.716666666666667,16.3
S11887,2014,6.6499999999999995,16.8
S1191,2003,7.191666666666666,16.5
S1191,2004,7.475,15.1
S1191,2005,7.3,15.7
S1191,2006,8.466666666666667,17.3
S1191,2007,8.716666666666667,16
S1191,2008,8.266666666666667,16.2
S1191,2009,7.5,16.2
S1191,2010,6.483333333333333,16.4
S1191,2011,7.691666666666666,16.3
S1191,2012,7.175,14.9
S1191,2013,7.775,16.2
S1191,2014,9.033333333333333,16.5
S11924,2003,4.258333333333333,16
S11924,2004,4.783333333333333,14.4
S11924,2005,4.725,15.5
S11924,2006,5.333333333333333,16.7
S11924,2007,5.741666666666667,15.6
S11924,2008,5.35,14.3
S11924,2009,4.333333333333333,15
S11924,2010,3.716666666666667,16.3
S11924,2011,5.108333333333333,17.1
S11924,2012,4.625,14.7
S11924,2013,5.341666666666667,16
S11924,2014,6.208333333333333,16.3
S11928,2003,4.591666666666667,16.4
S11928,2004,5.175,14.7
S11928,2005,5.141666666666667,15.9
S11928,2006,5.708333333333333,17.1
S11928,2007,6.083333333333333,15.9
S11928,2008,5.733333333333333,14.7
S11928,2009,4.708333333333333,15.4
S11928,2010,4.016666666666667,16.6
S11928,2011,5.458333333333333,17.4
S11928,2012,5,15
S11928,2013,5.691666666666666,16.2
S11928,2014,6.6,16.8
S1193,2003,7.566666666666666,17
S1193,2004,7.833333333333333,15.4
S1193,2005,7.65,16
S1193,2006,8.833333333333334,17.7
S1193,2007,9.075,16.4
S1193,2008,8.608333333333334,16.6
S1193,2009,7.841666666666667,16.6
S1193,2010,6.85,16.7
S1193,2011,8.008333333333333,16.6
S1193,2012,7.575,15.3
S1193,2013,8.15,16.5
S1193,2014,9.383333333333333,16.9
S1199,2003,11.341666666666667,18.3
S1199,2004,11.166666666666666,17.3
S1199,2005,10.975,17.1
S1199,2006,11.775,18.5
S1199,2007,11.375,16.3
S1199,2008,10.733333333333334,16.7
S1199,2009,10.708333333333334,17
S1199,2010,10.391666666666667,17.3
S1199,2011,11.075,15.9
S1199,2012,10.433333333333334,16.2
S1199,2013,10.716666666666667,17.4
S1199,2014,11.625,17.3
S1208,2003,7.091666666666667,16.4
S1208,2004,7.333333333333333,14.9
S1208,2005,7.158333333333333,15.5
S1208,2006,8.341666666666667,17.2
S1208,2007,8.591666666666667,15.8
S1208,2008,8.108333333333334,16
S1208,2009,7.35,16
S1208,2010,6.375,16.3
S1208,2011,7.566666666666666,16.1
S1208,2012,7.058333333333334,14.8
S1208,2013,7.641666666666667,16
S1208,2014,8.891666666666666,16.3
S1209,2003,7.883333333333334,17.2
S1209,2004,8.191666666666666,15.6
S1209,2005,8,16.2
S1209,2006,9.15,17.8
S1209,2007,9.366666666666667,16.5
S1209,2008,8.9,16.7
S1209,2009,8.15,16.8
S1209,2010,7.1000000000000005,16.8
S1209,2011,8.291666666666666,16.7
S1209,2012,7.858333333333333,15.5
S1209,2013,8.416666666666666,16.7
S1209,2014,9.658333333333333,17.1
S1213,2003,7.033333333333333,16.4
S1213,2004,7.3,14.9
S1213,2005,7.116666666666667,15.5
S1213,2006,8.308333333333334,17.2
S1213,2007,8.549999999999999,15.8
S1213,2008,8.1,16
S1213,2009,7.333333333333333,16
S1213,2010,6.358333333333333,16.3
S1213,2011,7.5249999999999995,16.1
S1213,2012,6.991666666666667,14.8
S1213,2013,7.6,16
S1213,2014,8.875,16.3
S1215,2003,6.975,16.3
S1215,2004,7.233333333333333,14.8
S1215,2005,7.05,15.4
S1215,2006,8.241666666666667,17.1
S1215,2007,8.475,15.7
S1215,2008,8,15.9
S1215,2009,7.241666666666666,15.9
S1215,2010,6.275,16.2
S1215,2011,7.441666666666666,16
S1215,2012,6.933333333333334,14.7
S1215,2013,7.533333333333333,15.9
S1215,2014,8.791666666666666,16.2
S12211,2003,4.158333333333333,15.9
S12211,2004,4.733333333333333,14.4
S12211,2005,4.658333333333333,15.4
S12211,2006,5.241666666666667,16.7
S12211,2007,5.675,15.5
S12211,2008,5.275,14.2
S12211,2009,4.25,14.9
S12211,2010,3.625,16.2
S12211,2011,5.025,17
S12211,2012,4.525,14.6
S12211,2013,5.266666666666667,15.9
S12211,2014,6.108333333333333,16.2
S12290,2003,4.175,15.9
S12290,2004,4.716666666666667,14.3
S12290,2005,4.666666666666667,15.4
S12290,2006,5.258333333333334,16.6
S12290,2007,5.675,15.5
S12290,2008,5.283333333333333,14.2
S12290,2009,4.241666666666667,14.9
S12290,2010,3.625,16.2
S12290,2011,5.025,17
S12290,2012,4.525,14.6
S12290,2013,5.291666666666667,15.9
S12290,2014,6.158333333333333,16.2
S12298,2003,4.341666666666667,16.1
S12298,2004,4.891666666666667,14.5
S12298,2005,4.833333333333333,15.6
S12298,2006,5.416666666666667,16.8
S12298,2007,5.833333333333333,15.7
S12298,2008,5.425,14.4
S12298,2009,4.425,15.1
S12298,2010,3.7666666666666666,16.4
S12298,2011,5.2,17.1
S12298,2012,4.725,14.8
S12298,2013,5.425,16.1
S12298,2014,6.3,16.4
S12306,2003,4.35,16.1
S12306,2004,4.9,14.5
S12306,2005,4.866666666666667,15.6
S12306,2006,5.425,16.8
S12306,2007,5.85,15.7
S12306,2008,5.458333333333333,14.4
S12306,2009,4.425,15.1
S12306,2010,3.8,16.4
S12306,2011,5.2,17.1
S12306,2012,4.725,14.8
S12306,2013,5.425,16.1
S12306,2014,6.308333333333334,16.4
S12317,2003,4.266666666666667,16.1
S12317,2004,4.833333333333333,14.5
S12317,2005,4.775,15.6
S12317,2006,5.358333333333333,16.8
S12317,2007,5.775,15.6
S12317,2008,5.383333333333334,14.3
S12317,2009,4.358333333333333,15
S12317,2010,3.725,16.3
S12317,2011,5.15,17.1
S12317,2012,4.65,14.7
S12317,2013,5.391666666666667,16
S12317,2014,6.25,16.3
S1236,2003,11.241666666666667,18.2
S1236,2004,11.066666666666666,17.2
S1236,2005,10.891666666666666,17
S1236,2006,11.666666666666666,18.3
S1236,2007,11.25,16.2
S1236,2008,10.616666666666667,16.5
S1236,2009,10.583333333333334,16.8
S1236,2010,10.333333333333334,17.2
S1236,2011,10.983333333333334,15.9
S1236,2012,10.299999999999999,16.1
S1236,2013,10.575,17.3
S1236,2014,11.508333333333333,17.3
S1242,2003,7.425,16.8
S1242,2004,7.691666666666666,15.3
S1242,2005,7.508333333333334,15.9
S1242,2006,8.691666666666666,17.6
S1242,2007,8.916666666666666,16.2
S1242,2008,8.491666666666667,16.4
S1242,2009,7.725,16.5
S1242,2010,6.7,16.6
S1242,2011,7.9,16.5
S1242,2012,7.375,15.2
S1242,2013,7.975,16.4
S1242,2014,9.216666666666667,16.7
S1245,2003,13.65,21.6
S1245,2004,12.5,19.6
S1245,2005,12.475,19.6
S1245,2006,13.5,20
S1245,2007,12.733333333333334,18.9
S1245,2008,12.200000000000001,18.3
S1245,2009,12.65,19.7
S1245,2010,12.583333333333334,19.1
S1245,2011,13.066666666666666,18.8
S1245,2012,12.866666666666667,19.6
S1245,2013,12.85,18.9
S1245,2014,13.383333333333333,19.2
S1249,2003,7.133333333333333,16.4
S1249,2004,7.391666666666667,15
S1249,2005,7.216666666666667,15.6
S1249,2006,8.391666666666667,17.2
S1249,2007,8.616666666666667,15.9
S1249,2008,8.166666666666666,16.1
S1249,2009,7.4,16.1
S1249,2010,6.4,16.3
S1249,2011,7.616666666666666,16.2
S1249,2012,7.091666666666667,14.8
S1249,2013,7.675,16.1
S1249,2014,8.966666666666667,16.4
S1251,2003,7.45,16.9
S1251,2004,7.75,15.4
S1251,2005,7.558333333333334,16
S1251,2006,8.75,17.7
S1251,2007,8.975,16.3
S1251,2008,8.525,16.5
S1251,2009,7.758333333333334,16.6
S1251,2010,6.758333333333333,16.7
S1251,2011,7.908333333333333,16.6
S1251,2012,7.458333333333333,15.3
S1251,2013,8.025,16.4
S1251,2014,9.283333333333333,16.8
S1265,2003,7.55,16.9
S1265,2004,7.841666666666667,15.4
S1265,2005,7.65,16
S1265,2006,8.825,17.7
S1265,2007,9.025,16.3
S1265,2008,8.608333333333334,16.6
S1265,2009,7.833333333333333,16.6
S1265,2010,6.816666666666666,16.7
S1265,2011,8.033333333333333,16.6
S1265,2012,7.558333333333334,15.3
S1265,2013,8.1,16.5
S1265,2014,9.366666666666667,16.8
S1266,2003,6.933333333333334,16.3
S1266,2004,7.175,14.8
S1266,2005,6.975,15.4
S1266,2006,8.2,17.1
S1266,2007,8.425,15.7
S1266,2008,7.958333333333333,15.9
S1266,2009,7.191666666666666,16
S1266,2010,6.216666666666667,16.2
S1266,2011,7.4,16.1
S1266,2012,6.866666666666666,14.7
S1266,2013,7.458333333333333,15.9
S1266,2014,8.758333333333333,16.2
S1275,2003,11.341666666666667,18.3
S1275,2004,11.174999999999999,17.3
S1275,2005,10.983333333333333,17.1
S1275,2006,11.775,18.5
S1275,2007,11.375,16.3
S1275,2008,10.725,16.7
S1275,2009,10.708333333333334,17
S1275,2010,10.408333333333333,17.3
S1275,2011,11.083333333333332,15.9
S1275,2012,10.433333333333334,16.2
S1275,2013,10.716666666666667,17.4
S1275,2014,11.633333333333333,17.4
S1277,2003,7.091666666666667,16.4
S1277,2004,7.358333333333333,15
S1277,2005,7.158333333333333,15.6
S1277,2006,8.366666666666667,17.2
S1277,2007,8.591666666666667,15.9
S1277,2008,8.125,16.1
S1277,2009,7.375,16.1
S1277,2010,6.383333333333333,16.3
S1277,2011,7.591666666666667,16.2
S1277,2012,7.041666666666667,14.8
S1277,2013,7.65,16
S1277,2014,8.908333333333333,16.4
S1283,2003,6.65,16.1
S1283,2004,6.866666666666666,14.7
S1283,2005,6.725,15.4
S1283,2006,7.941666666666666,17.2
S1283,2007,8.108333333333333,15.6
S1283,2008,7.583333333333333,15.6
S1283,2009,6.791666666666667,15.6
S1283,2010,5.975,16.2
S1283,2011,7.141666666666667,16
S1283,2012,6.625,14.6
S1283,2013,7.175,15.9
S1283,2014,8.416666666666666,16
S1288,2003,7.05,16.4
S1288,2004,7.325,14.9
S1288,2005,7.141666666666667,15.6
S1288,2006,8.333333333333334,17.2
S1288,2007,8.525,15.8
S1288,2008,8.1,16
S1288,2009,7.333333333333333,16.1
S1288,2010,6.358333333333333,16.3
S1288,2011,7.541666666666666,16.2
S1288,2012,6.991666666666667,14.8
S1288,2013,7.6,16
